"Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,3,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,5,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,5,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,5,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,5,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,14,"CATCH SHARES BOTTOM TRAWL","OFFSHORE","OR","NSI","ANIMAL ENTANGLED IN NET, BROUGHT ON DECK AND ANIMAL EXITED VESSEL UNDER ITS OWN POWER. OBSERVER PROGRAM.","NSI","P4",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,14,"CATCH SHARES BOTTOM TRAWL","OFFSHORE","OR","NSI","ANIMAL ENTANGLED IN NET, BROUGHT ON DECK AND ANIMAL EXITED VESSEL UNDER ITS OWN POWER. OBSERVER PROGRAM.","NSI","P4",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,14,"HOOK AND LINE FISHERY","VENTURA","CA","SI","UNDERWEIGHT ANIMAL WITH FISHING HOOK IN FOREFLIPPER TRANSFERRED TO REHAB FACILITY. OUTCOME UNKNOWN.","SI","P1",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,18,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,18,"HOOK AND LINE FISHERY","ORANGE","CA","SI","EMACIATED ANIMAL WITH FISH HOOK IN MOUTH.","SI","P5A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,18,"HOOK AND LINE FISHERY","SAN DIEGO","CA","SI","MALNOURISHED ANIMAL WITH FISH HOOK IN MOUTH.","SI","P5A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,23,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,23,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,24,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,24,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,24,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,24,"GILLNET FISHERY","SAN DIEGO","CA","SI","ANIMAL WITH GILLNET DOUBLE-WRAPPED AROUND NECK AND HEAD. GEAR REMOVED BY RESPONDERS.","NSI","P7B",0,"Y","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,25,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,25,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,25,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,25,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,30,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,30,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,30,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,30,"SHOOTING","CLALLAM","WA","DEAD","A CLEAR BULLET TRAJECTORY WAS FOUND FROM ABOVE THE RIGHT EYE INTO THE BRAIN, THOUGH NO BULLET WAS FOUND. BULLET HOLE IN SKULL MEASURED APPROXIMATELY 5MM IN DIAMETER, AND HEMORRHAGING WAS VISIBLE IN ALL PRECEDING LAYERS OF FLESH, INCLUDING THROUGH THE SKIN.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,1,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,1,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,1,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,1,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,1,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,1,"CA LOBSTER TRAP / POT  ENTANGLEMENT","SANTA BARBARA","CA","SI","SEA LION ENTANGLED IN 40 KG OF LOBSTER GEAR SEDATED AND GEAR REMOVED.","NSI","P7B",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,4,"GILLNET FISHERY","SANTA BARBARA","CA","SI","PINK MONOFILAMENT GILLNET ENTANGLED ON HEAD, SNOUT AND THROUGH MOUTH.  4 CM LACERATION ON LEADING EDGE OF RIGHT FRONT FLIPPER.","SI","P8A",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,6,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","LARGE SALMON FLASHER LURE HANGING OUT OF MOUTH WITH FISHING LINE. PROBABLE HOOK IN THROAT. SUCCESSFULLY RESCUED FROM BOAT AFTER DAYS OF BEING ON WATCH AND UNSUCCESSFUL ATTEMPTS AT RESCUE. FLASHER AND LINE CAME OUT DURING RESCUE AND WERE RETAINED, BUT HOOK LIKELY REMAINS IN THROAT.","SI","P2",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,7,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,7,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,7,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,8,"CATCH SHARES BOTTOM TRAWL","OFFSHORE","OR","NSI","ANIMAL ENTANGLED IN NET, BROUGHT ON DECK AND ANIMAL EXITED VESSEL UNDER ITS OWN POWER. OBSERVER PROGRAM.","NSI","P4",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,8,"SEA CUCUMBER BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,8,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,8,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,8,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,10,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","FISH HOOK IN LIP OF MALNOURISHED ANIMAL.","SI","P5B",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,11,"SHOOTING","SANTA CRUZ","CA","DEAD","ANIMAL FOUND WITH GUNSHOT WOUND TO HEAD, CONFIRMED VIA RADIOGRAPHY.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,13,"CATCH SHARES BOTTOM TRAWL","OFFSHORE","CA","NSI","ANIMAL ENTANGLED IN NET, BROUGHT ON DECK AND ANIMAL EXITED VESSEL UNDER ITS OWN POWER. OBSERVER PROGRAM.","NSI","P4",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,14,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,14,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,14,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,14,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,14,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,14,"HOOK AND LINE FISHERY","ORANGE","CA","SI","EMACIATED ANIMAL WITH FISHING HOOKS IN REAR FLIPPERS. ANIMAL REPORTED AS BEING INSIDE A SLEEPING BAG, ACCOMPANIED BY HUMAN.","SI","P1",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,15,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,15,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,15,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,15,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,16,"HOOK AND LINE FISHERY","ORANGE","CA","SI","EMACIATED ANIMAL WITH FISH HOOKS IN FLIPPERS.","SI","P1",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,16,"HOOK AND LINE FISHERY","SAN DIEGO","CA","NSI","REPORT INDICATES ANIMAL WITH HOOK IN REAR FLIPPER IN CUSTODY OF LIFEGUARDS. NO FURTHER DETAILS.","NSI","P5D",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,17,"GILLNET FISHERY","ORANGE","CA","SI","EMACIATED AND DEHYDRATED ANIMAL WAS ENTANGLED IN GILLNET AROUND NECK. THE NETTING HAD BECOME STUCK TO THE BUOY, TRAPPING THE ANIMAL. OUTCOME UNKNOWN.","SI","P7A",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,17,"HOOK AND LINE FISHERY","ORANGE","CA","SI","UNDERWEIGHT, DEHYDRATED, FISH HOOKS IN FRONT AND REAR FLIPPERS.","SI","P1",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,19,"SHOOTING","CLATSOP","OR","DEAD","ANIMAL IN EXCELLENT BODY CONDITION. BULLET FRAGMENTS RECOVERED FROM HEAD AND STOMACH.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,20,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","MALNOURISHED ANIMAL WITH FISH HOOK IN JAW.","SI","P5A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,26,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI","MALNOURISHED ANIMAL WITH CIRCUMFERENTIAL ENTANGLING WOUND AROUND NECK.","SI","P8A",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,27,"SHOOTING","MONTEREY","CA","DEAD","SILVER AND ORANGE FLASHER ON MONOFILAMENT LINE HANGING FROM MOUTH. SMALL REGIONS OF ALOPECIA. BULLET FRAGMENT FOUND BY CAS DURING PROCESSING OF THE SKULL, NOT APPARENT DAMAGE TO THE SKULL, BUT THE PROJECTILE HAD A FLAT SIDE WHICH SUGGESTED IT RESTED AGAINST BONE AT SOME POINT.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,28,"MARINE DEBRIS","SAN DIEGO","CA","SI","DIVE MASK AROUND NECK OF DEHYDRATED AND MALNOURISHED ANIMAL. CONSTRICTING WOUNDS TO NECK.","SI","P8A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,28,"HOOK AND LINE FISHERY","SAN LUIS OBISPO","CA","SI","TANGLED FISHING LINE STUCK IN RIGHT UNDERSIDE, ANTERIOR TO FRONT RIGHT FLIPPER.","SI","P6",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,2,"SHOOTING","MONTEREY","CA","DEAD","MODERATELY UNDERWEIGHT, LEFT EYE INJURY FROM GUNSHOT, AND BULLET IN NECK. (BULLETS IN HEAD AND NECK, NO BULLETS RECOVERED BUT FRAGMENTS FOUND UPON NECROPSY.)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,5,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","MALNOURISHED ANIMAL WITH 3 FISH HOOKS, BUT DETAILS LACKING ON HOOK PLACEMENT OR INJURY SEVERITY.","SI","P1",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,7,"UNIDENTIFIED HUMAN INTERACTION","SAN LUIS OBISPO","CA","DEAD","EMACIATED ANIMAL THAT DIED. BILATERAL OCULAR TRAUMA AND CRANIAL FRACTURE ARE SUGGESTIVE OF RECENT INJURY THAT WAS LIKELY ANTHROPOGENIC.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,8,"MARINE DEBRIS","SAN DIEGO","CA","SI","ENTANGLEMENT AROUND NECK. WHITE PLASTIC WRAP, BALLOON RIBBON, AROUND NECK. GOOD BODY CONDITION. CUT THE ENTANGLEMENT AND RELEASED ON SITE.","NSI","P7B",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,9,"HOOK AND LINE FISHERY","SAN LUIS OBISPO","CA","SI","ENTANGLED MALNOURISHED, ABSCESS, AND TRAILING LINE FROM ANUS AND ACTIVELY BLEEDING. REPORTING PARTY REPORTED BLOOD AND LINE FROM THE ANUS AS WELL AS LINE COMING FROM THE MOUTH, BUT RESCUERS ONLY SAW LINE IN THE MOUTH. FINAL OUTCOME UNKNOWN.","SI","P2",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,11,"SHOOTING","CLATSOP","OR","DEAD","ANIMAL HAD EXCELLENT BODY CONDITION EXCEPT FOR HEMORRHAGE BENEATH A HOLE IN THE SHOULDER AREA, WHICH TRACKED  INTO ANTERIOR THORAX; HEMORRHAGE ON AND BEHIND HEAD, NECK (SUBSTANTIAL AROUND PELVIC AREA AND PENIS).  ZYGOMATIC ARCH BROKEN IN TWO PLACES WITH EXTENSIVE HEMORRHAGE ON HEAD AND MANDIBLE. INJURIES CONSISTENT WITH SHOOTING EVENT.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,11,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","EMACIATED AND MULTIPLE SMALL FISHOOKS IN ANIMAL (AT LEAST 1 IN MOUTH/NOSE AND 1 IN ABDOMEN).","SI","P5A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,14,"HOOK AND LINE FISHERY","SANTA BARBARA","CA","SI","ENTANGLED CSL PUP RESCUED DUE TO BEING THIN AND ENTANGLED IN PLASTIC FISHING LINE.  OUTCOME UNKNOWN.","SI","P7B",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,6,15,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","ENTANGLED CSL HAS 2 FISH HOOKS - ONE IN HEAD AND ONE ABOVE LEFT FRONT FLIPPER. REPORTING PARTY CUT THE FISHING LINE. ONLY ONE HOOK OBSERVED BY RESPONDERS, AND NO HOOKS/FISHING GEAR VISIBLE IN ANIMAL, NET, CARRIER, OR ON BEACH AFTER RESCUE. UNCERTAIN HOW/WHERE HOOKS WERE LOST IN THE PROCESS OF RESCUE, AND NO DETAILS OF HOOKS GATHERED. ALSO EMACIATED AND ABSCESS. FINAL OUTCOME UNKNOWN.","SI","P5C",1,"N","Y"
