"Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
NA,"CALIFORNIA SEA LION","U.S.",2018,12,12,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2018,12,20,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2018,NA,NA,"MIDWATER TRAWL ROCKFISH EM","OFFSHORE","OR","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2018,NA,NA,"CATCH SHARES BOTTOM TRAWL","OFFSHORE","CA","NSI","ANIMAL ENTANGLED IN NET, BROUGHT ON DECK AND ANIMAL EXITED VESSEL UNDER ITS OWN POWER. OBSERVER PROGRAM.","NSI","P4",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,1,2,"SHOOTING","PACIFIC","WA","DEAD","EXPOSED SKULL AND LARGE SUSPICIOUS HOLE DORSALLY ABOVE LEFT SCAPULA CONSISTENT WITH SHOOTING.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,1,3,"SHOOTING","PIERCE","WA","DEAD","RECOVERY OF THE BULLET FROM BRAIN AND THE MARKED HEMORRHAGE IN SKULL CONFIRM THE SEA LION WAS SHOT WHILE STILL ALIVE.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,1,7,"GILLNET FISHERY","SAN DIEGO","CA","SI","GILL NET AROUND NECK AND UNDER EAR. NET REMOVED AND ANIMAL WAS RELEASED ON SITE.","NSI","P7B",0,"Y","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,1,9,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,1,9,"HOOK AND LINE FISHERY","ORANGE","CA","SI","EMACIATED, DEHYDRATED ANIMAL WITH FISH HOOK IN MOUTH. NO DETAILS ON WHETHER HOOK WAS INTERNAL / EXTERNAL.","SI","P5A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,1,13,"HOOK AND LINE FISHERY","ORANGE","CA","SI","UNDERWEIGHT ANIMAL WITH LINE AND HOOKS AROUND BODY.","SI","P6",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,1,15,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,1,16,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","MALNOURISHED ANIMAL WITH FISHING LINE AROUND NECK.","SI","P6",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,1,28,"HOOK AND LINE FISHERY","SAN DIEGO","CA","NSI","FISH HOOK IN LOWER RIGHT JAW/CHIN, CAME OUT WHEN NETTED. EXCELLENT BODY CONDITION. TAGGED AND RELEASED ON SITE.","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,1,30,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,2,4,"CATCH SHARES BOTTOM TRAWL","OFFSHORE","OR","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,2,4,"GILLNET FISHERY","VENTURA","CA","SI","ANIMAL PHOTOGRAPHED WITH GILLNET CUTTING INTO NECK IN TWO SEPARATE CIRCUMFERENTIAL BANDS, SUBCUTANEOUS LAYER EXPOSED, NET MATERIAL DEEPLY-EMBEDDED. LOOKS LIKE AN ADULT FEMALE IN GOOD BODY CONDITION. PHOTO TAKEN DURING FIELD WORK AT SAN NICOLAS ISLAND. PHOTO REVIEWED BY J. CARRETTA.","SI","P8A",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,2,5,"HOOK AND LINE FISHERY","ORANGE","CA","SI","DEHYDRATED AND EMACIATED ANIMAL WITH HOOK IN EYELID. SWOLLEN NECK.","SI","P5B",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,2,20,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,2,20,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,2,20,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,3,2,"SHOOTING","MONTEREY","CA","DEAD","BULLET RECOVERED.","DEAD","P9",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,3,4,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,3,6,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,3,6,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,3,9,"CATCH SHARES BOTTOM TRAWL","OFFSHORE","WA","NSI","ANIMAL ENTANGLED IN NET, BROUGHT ON DECK AND ANIMAL EXITED VESSEL UNDER ITS OWN POWER. OBSERVER PROGRAM.","NSI","P4",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,3,9,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","MALNOURISHED ANIMAL WITH FISH HOOK IN FLIPPER.","SI","P1",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,3,13,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,3,16,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,3,17,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,3,20,"MARINE DEBRIS","ORANGE","CA","SI","THICK RUBBER-BAND AROUND MUZZLE OF EMACIATED ANIMAL.","SI","P8A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,3,22,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,3,22,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,3,24,"HOOK AND LINE FISHERY","SAN DIEGO","CA","SI","EMACIATED ANIMAL WITH FISH HOOK IN LOWER LIP.","SI","P5B",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,3,26,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,3,31,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,3,31,"HOOK AND LINE FISHERY","SAN DIEGO","CA","SI","HOOK EMBEDDED ABOVE RIGHT EYE. FISHING LURE WITH HOOK IN BOTTOM RIGHT CORNER OF MOUTH. SMALL PUNCTURE WOUND OVER LEFT HIP.","SI","P5A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,1,"HOOK AND LINE FISHERY","SAN DIEGO","CA","NSI","ANIMAL HAD A FISHING HOOK WITH LINE ATTACHED IN THE LEFT SIDE OF HIS NECK, BUT WAS OTHERWISE HEALTHY. RELEASED ON SITE ONCE THE HOOK AND LINE WERE REMOVED.","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,2,"HOOK AND LINE FISHERY","ORANGE","CA","SI","UNDERWEIGHT ANIMAL WITH FISHING LINE ENTANGLEMENT AND SEVERED RIGHT EAR.","SI","P1",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,3,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,5,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,5,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,5,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,5,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,14,"CATCH SHARES BOTTOM TRAWL","OFFSHORE","OR","NSI","ANIMAL ENTANGLED IN NET, BROUGHT ON DECK AND ANIMAL EXITED VESSEL UNDER ITS OWN POWER. OBSERVER PROGRAM.","NSI","P4",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,14,"CATCH SHARES BOTTOM TRAWL","OFFSHORE","OR","NSI","ANIMAL ENTANGLED IN NET, BROUGHT ON DECK AND ANIMAL EXITED VESSEL UNDER ITS OWN POWER. OBSERVER PROGRAM.","NSI","P4",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,14,"HOOK AND LINE FISHERY","VENTURA","CA","SI","UNDERWEIGHT ANIMAL WITH FISHING HOOK IN FOREFLIPPER TRANSFERRED TO REHAB FACILITY. OUTCOME UNKNOWN.","SI","P1",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,18,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,18,"HOOK AND LINE FISHERY","ORANGE","CA","SI","EMACIATED ANIMAL WITH FISH HOOK IN MOUTH.","SI","P5A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,18,"HOOK AND LINE FISHERY","SAN DIEGO","CA","SI","MALNOURISHED ANIMAL WITH FISH HOOK IN MOUTH.","SI","P5A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,23,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,23,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,24,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,24,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,24,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,24,"GILLNET FISHERY","SAN DIEGO","CA","SI","ANIMAL WITH GILLNET DOUBLE-WRAPPED AROUND NECK AND HEAD. GEAR REMOVED BY RESPONDERS.","NSI","P7B",0,"Y","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,25,"OPEN ACCESS CA HALIBUT BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,25,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,25,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,25,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,30,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,30,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,30,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,30,"SHOOTING","CLALLAM","WA","DEAD","A CLEAR BULLET TRAJECTORY WAS FOUND FROM ABOVE THE RIGHT EYE INTO THE BRAIN, THOUGH NO BULLET WAS FOUND. BULLET HOLE IN SKULL MEASURED APPROXIMATELY 5MM IN DIAMETER, AND HEMORRHAGING WAS VISIBLE IN ALL PRECEDING LAYERS OF FLESH, INCLUDING THROUGH THE SKIN.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,4,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,1,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,1,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,1,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,1,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,1,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,1,"CA LOBSTER TRAP / POT  ENTANGLEMENT","SANTA BARBARA","CA","SI","SEA LION ENTANGLED IN 40 KG OF LOBSTER GEAR SEDATED AND GEAR REMOVED.","NSI","P7B",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,4,"GILLNET FISHERY","SANTA BARBARA","CA","SI","PINK MONOFILAMENT GILLNET ENTANGLED ON HEAD, SNOUT AND THROUGH MOUTH.  4 CM LACERATION ON LEADING EDGE OF RIGHT FRONT FLIPPER.","SI","P8A",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,6,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","LARGE SALMON FLASHER LURE HANGING OUT OF MOUTH WITH FISHING LINE. PROBABLE HOOK IN THROAT. SUCCESSFULLY RESCUED FROM BOAT AFTER DAYS OF BEING ON WATCH AND UNSUCCESSFUL ATTEMPTS AT RESCUE. FLASHER AND LINE CAME OUT DURING RESCUE AND WERE RETAINED, BUT HOOK LIKELY REMAINS IN THROAT.","SI","P2",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,7,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,7,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,7,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,8,"CATCH SHARES BOTTOM TRAWL","OFFSHORE","OR","NSI","ANIMAL ENTANGLED IN NET, BROUGHT ON DECK AND ANIMAL EXITED VESSEL UNDER ITS OWN POWER. OBSERVER PROGRAM.","NSI","P4",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,8,"SEA CUCUMBER BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,8,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2019,5,8,"AUTHORIZED MMPA SEC. 120 REMOVAL","WILLIAMETTE FALLS","OR","ALIVE","REMOVAL OF ANIMAL PREYING ON ENDANGERED SALMON IN COLUMBIA RIVER. AUTHORIZED UNDER MMPA SECTION 120. ANIMAL KILLED BY LETHAL INJECTION.","DEAD","NA",1,"N","Y"
