"Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
NA,"CALIFORNIA SEA LION","U.S.",2009,6,28,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","FISH HOOK WITH ATTACHED LINE IN FLIPPER; MORTALITY (ANIMAL DIED IN REHAB; NECROPSY REVEALED MULTIPLE FISH HOOKS AND LINE IN STOMACH; CAUSE OF DEATH = PLEURITIS AND MALNUTRITION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,6,28,"HOOK AND LINE FISHERY","SANTA BARBARA","CA","NSI","FISH HOOK IN LOWER LIP; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,6,28,"MARINE DEBRIS","SAN FRANCISCO","CA","SI","THIN BLACK RUBBER CORD AROUND NECK; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = PERITONITIS AND PERFORATED ULCER)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,6,29,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","FISH HOOKS IN RIGHT JAW AND OVER RIGHT EYE; MORTALITY (ANIMAL DIED IN REHAB; NECROPSY REVEALED FISH HOOK WITH ATTACHED LINE IN STOMACH, NOT EMBEDDED; CAUSE OF DEATH = FISH HOOK INGESTION AND ABSCESSATION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,6,29,"HOOK AND LINE FISHERY","VENTURA","CA","SI","FISH HOOK IN MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,6,29,"HOOK AND LINE FISHERY","MONTEREY","CA","NSI","FISH HOOK IN UPPER LIP, TWO FISH HOOKS IN LEFT FRONT FLIPPER; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,1,"HOOK AND LINE FISHERY","SAN FRANCISCO","CA","SI","FISHING LURE WITH ATTACHED LINE IN RIGHT SIDE OF MOUTH; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = MALNUTRITION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,1,"HOOK AND LINE FISHERY","MONTEREY","CA","NSI","FISH HOOK IN LEFT REAR FLIPPER; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,2,"HOOK AND LINE FISHERY","ORANGE","CA","SI","FISH HOOK IN MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,2,"HOOK AND LINE FISHERY","ORANGE","CA","SI","FISH HOOK IN MOUTH; MORTALITY (ANIMAL EUTHANIZED IN REHAB DUE TO MASSIVE SHARK BITE WOUND TO ABDOMEN)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,2,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","MORTALITY (ANIMAL DIED IN REHAB; NECROPSY REVEALED FISH HOOK AND FISHING LINE IN STOMACH; CAUSE OF DEATH = MALNUTRITION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,2,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","MULTIPLE FISH HOOKS IN MOUTH; NON-FATAL INURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,3,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","MULTIPLE FISH HOOKS IN MOUTH; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = PNEUMONIA)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,3,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","FISH HOOKS IN MOUTH, CHEEK AND REAR FLIPPERS; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = MALNUTRITION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,3,"HOOK AND LINE FISHERY","SANTA BARBARA","CA","SI","FISH HOOK IN MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,4,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","FISHING LURE WITH ATTACHED LINE IN LEFT UPPER LIP; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = MALNUTRITION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,4,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","FISH HOOKS IN MOUTH AND FLIPPERS; MORTALITY (ANIMAL DIED IN REHAB; NECROPSY REVEALED FISH HOOK AND FISHING LINE IN ESOPHAGUS; CAUSE OF DEATH = PNEUMONIA AND PYOTHORAX)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,4,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","FISH HOOKS WITH ATTACHED LINE IN LEFT SIDE OF NECK AND REAR FLIPPER; MORTALITY (ANIMAL EUTHANIZED IN REHAB; NECROPSY REVEALED 10 CENTIMETER DIAMETER BUNCHING OF FISHING LINE IN STOMACH RESULTING IN GASTRIC IMPACTION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,4,"LIMITED ENTRY TRAWL BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,5,"GILLNET FISHERY","LOS ANGELES","CA","SI","GILLNET FRAGMENT EMBEDDED IN HEAD; NON-FATAL INJURY (ANIMAL PERMANENTLY TRANSFERRED TO U.S. NAVY MARINE MAMMAL PROGRAM)","CAPTIVITY","P8A",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,5,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","MORTALITY (ANIMAL DIED IN REHAB; NECROPSY REVEALED FISH HOOK AND FISHING LINE IN STOMACH; CAUSE OF DEATH = MALNUTRITION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,5,"HOOK AND LINE FISHERY","SAN LUIS OBISPO","CA","NSI","FISH HOOK WITH ATTACHED LINE IN LEFT SIDE OF BODY; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = VERMINOUS PNEUMONIA AND MALNUTRITION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,5,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","NSI","FISHING LURE WITH ATTACHED FLOAT AND LINE IN MOUTH; FISH HOOKS IN RIGHT FRONT FLIPPER, RIGHT REAR FLIPPER AND LEFT REAR FLIPPER; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","SI","P2",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,6,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","FISH HOOK WITH ATTACHED LINE IN MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,6,"HOOK AND LINE FISHERY","LOS ANGELES","CA","NSI","FISH HOOK IN LOWER LEFT LIP; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,6,"HOOK AND LINE FISHERY","SAN LUIS OBISPO","CA","NSI","FISH HOOK WITH ATTACHED LINE IN RIGHT REAR HIP AREA; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,6,"HOOK AND LINE FISHERY","SAN LUIS OBISPO","CA","NSI","FISH HOOK WITH ATTACHED LINE IN RIGHT FRONT FLIPPER; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,7,"GILLNET FISHERY","VENTURA","CA","SI","GILLNET FRAGMENT AROUND NECK; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P7B",0,"Y","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,7,"HOOK AND LINE FISHERY","ORANGE","CA","NSI","SMALL FISH HOOK IN RIGHT SIDE OF BODY; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,7,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","FISH HOOK IN LEFT EYELID; MORTALITY (ANIMAL DIED IN REHAB FROM PERFORATED EYE CAUSED BY ABRASION FROM FISH HOOK AND RESULTING INFECTION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,7,"HOOK AND LINE FISHERY","SAN LUIS OBISPO","CA","SI","SMALL FISH HOOK WITH ATTACHED LINE IN LEFT CHEEK, FISHING LINE WRAPPED AROUND HEAD BETWEEN EYES AND NOSE; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,8,"HOOK AND LINE FISHERY","LOS ANGELES","CA","NSI","FISH HOOK IN LIP; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = SEPTICEMIA ASSOCIATED WITH SUBCUTANEOUS ABSCESS ALONG LEFT SIDE OF BODY WALL AND MALNUTRITION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,8,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","TWO FISH HOOKS IN BASE OF TAIL AND LEFT FRONT FLIPPER, ANOTHER FISH HOOK REMOVED FROM STOMACH THROUGH ENDOSCOPY; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = MALNUTRITION AND VERMINOUS PNEUMONIA)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,8,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","SMALL GOLD FISH HOOKS IN RIGHT EYELID, LEFT SIDE OF MOUTH AND LEFT FRONT FLIPPER; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,8,"HOOK AND LINE FISHERY","SAN MATEO","CA","SI","2.5 FEET OF FISHING LINE WRAPPED AROUND BODY, FISH HOOK REMOVED FROM STOMACH THROUGH ENDOSCOPY; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = SEPTICEMIA RELATED TO FISHING GEAR INGESTION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,8,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","RUBBER FISHING LURE WITH ATTACHED LINE IN MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","SI","P2",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,8,"HOOK AND LINE FISHERY","SAN MATEO","CA","SI","MORTALITY (ANIMAL DIED IN REHAB; NECROPSY REVEALED TWO FISH HOOKS WITH ATTACHED LINE IN ESOPHAGUS AND DUODENUM; CAUSE OF DEATH = MALNUTRITION, PERITONITIS AND SEPTICEMIA POSSIBLY ASSOCIATED WITH FISHING GEAR INGESTION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,8,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","MORTALITY (ANIMAL DIED IN REHAB; NECROPSY REVEALED FISH HOOK WITH ATTACHED LINE IN STOMACH; CAUSE OF DEATH = MALNUTRITION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,10,"MARINE DEBRIS","SAN FRANCISCO","CA","SI","MORTALITY (ANIMAL DIED IN REHAB; NECROPSY REVEALED ELASTIC BAND IN STOMACH; CAUSE OF DEATH = MALNUTRITION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,12,"GILLNET FISHERY","MONTEREY","CA","SI","LIGHT GREEN GILLNET FRAGMENT AROUND NECK; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P7B",0,"Y","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,12,"GILLNET FISHERY","MONTEREY","CA","SI","PINK GILLNET FRAGMENT AROUND NECK, CUTTING INTO TRACHEA; MORTALITY (ANIMAL EUTHANIZED IN REHAB)","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,12,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","MULTIPLE FISH HOOKS WITH ATTACHED LINE IN MOUTH, SHOULDER AND FLIPPERS; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,13,"HOOK AND LINE FISHERY","MARIN","CA","SI","FISHING LINE HANGING FROM MOUTH, THREE FISH HOOKS REMOVED FROM INSIDE THROAT THROUGH ENDOSCOPY; MORTALITY (ANIMAL DIED IN REHAB)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,13,"SHOOTING","MONTEREY","CA","NSI","RADIOGRAPHS REVEALED 4 BULLET FRAGMENTS IN SHOULDER REGION; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB WITH BULLET FRAGMENTS INTACT)","NSI","P9",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,14,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","FISH HOOK WITH ATTACHED LINE IN LEFT FRONT FLIPPER; MORTALITY (ANIMAL DIED IN REHAB; NECROPSY REVEALED TREBLE HOOKS AND WEIGHTS IN ESOPHAGUS AND STOMACH; CAUSE OF DEATH = SEPTICEMIA RELATED TO FISHING GEAR INGESTION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,15,"HOOK AND LINE FISHERY","SONOMA","CA","SI","FISH HOOK WITH ATTACHED LINE IN MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,15,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","FISH HOOKS WITH ATTACHED LINE IN MOUTH AND LEFT FRONT FLIPPER, ANOTHER FISH HOOK REMOVED FROM STOMACH THROUGH ENDOSCOPY; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,15,"HOOK AND LINE FISHERY","MONTEREY","CA","NSI","FISH HOOKS WITH ATTACHED LINE IN NOSE AND BACK, FISHING LINE WOUND LOOSELY AROUND NECK; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,15,"LIMITED ENTRY TRAWL HOOK AND LINE","OFFSHORE","CA","SI","ONE CALIFORNIA SEA LION, PREVIOUSLY SEEN FEEDING ON CATCH BY OBSERVER, WAS HOOKED IN THE MOUTH BY ONE OF THE HOOKS ON THE LONGLINE. GANGION LEADING TO THE HOOK IN THE SEA LION'S MOUTH WAS CUT. SEA LION THRASHING WILDLY. SEA LION WHICH APPEARED TO SWIM OFF NORMALLY, HOWEVER WITH A HOOK AND SMALL PIECE OF GANGION PROTRUDING FROM ITS MOUTH.","SI","P5A",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,16,"HOOK AND LINE FISHERY","ORANGE","CA","SI","FISH HOOK WITH ATTACHED LINE IN NECK, FISHING LINE LOOSELY WOUND AROUND NECK; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = VERMINOUS PNEUMONIA)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,17,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","FISH HOOK IN MOUTH; MORTALITY (ANIMAL DIED IN REHAB; NECROPSY REVEALED ADDITIONAL FISH HOOKS IN STOMACH; CAUSE OF DEATH = MALNUTRITION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,18,"HOOK AND LINE FISHERY","SAN LUIS OBISPO","CA","NSI","FISH HOOK WITH ATTACHED LINE IN LEFT REAR FLIPPER; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,18,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","FISH HOOK IN NOSE; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = PNEUMONIA AND MALNUTRITION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,19,"GILLNET FISHERY","SANTA BARBARA","CA","SI","GILLNET FRAGMENT AROUND NECK; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P7B",0,"Y","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,19,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","FISH HOOK IN CORNER OF MOUTH; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = MALNUTRITION AND SEVERE PULMONARY AND GASTROINTESTINAL PARASITISM)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,19,"HOOK AND LINE FISHERY","SAN MATEO","CA","NSI","FISH HOOK WITH ATTACHED LINE IN REAR FLIPPER; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,19,"MARINE DEBRIS","MONTEREY","CA","SI","THIN WHITE PACKING STRAP AROUND NECK; MORTALITY (ANIMAL DIED IN REHAB)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,19,"POWER PLANT ENTRAINMENT","SAN DIEGO","CA","DEAD","CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,20,"GILLNET FISHERY","SAN LUIS OBISPO","CA","SI","PINK GILLNET FRAGMENT AROUND NECK AND EARS; MORTALITY (ANIMAL DIED IN REHAB)","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,20,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","FISHING LURE WITH ATTACHED LINE IN MOUTH; MORTALITY (ANIMAL DIED IN REHAB; CAUSE OF DEATH = MALNUTRITION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,20,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","FISH HOOK WITH ATTACHED LINE IN LEFT SIDE OF MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,21,"HOOK AND LINE FISHERY","ORANGE","CA","SI","FISH HOOK IN MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,21,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","FISH HOOKS WITH ATTACHED LINE IN RIGHT SIDE OF MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,24,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","NSI","FISH HOOK WITH ATTACHED LINE AND SWIVEL IN OUTER LIP; NON-FATAL INJURY (FISHING GEAR REMOVED AND ANIMAL RELEASED ON SITE)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,25,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","NSI","FISH HOOK IN LEFT DORSUM; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,26,"GILLNET FISHERY","SANTA BARBARA","CA","SI","GILLNET FRAGMENT AROUND NECK; MORTALITY (ANIMAL DIED DURING TRANSPORT TO REHAB; PRIMARY CAUSE OF DEATH = PNEUMONIA, SECONDARY CAUSE OF DEATH = ENTANGLEMENT)","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,26,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","MORTALITY (ANIMAL EUTHANIZED IN REHAB DUE TO VERMINOUS PNEUMONIA; NECROPSY REVEALED FISH HOOK AND FISHING LINE IN STOMACH)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,26,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","MORTALITY (ANIMAL DIED IN REHAB; NECROPSY REVEALED FISH HOOK AND LINE IN STOMACH; CAUSE OF DEATH = MALNUTRITION)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,26,"SHOOTING","HUMBOLDT","CA","SI","GUNSHOT WOUND TO LEFT FRONT FLIPPER; MORTALITY (EUTHANIZED IN REHAB DUE TO GUNSHOT WOUND)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,26,"SHOOTING","LOS ANGELES","CA","SI","ANIMAL BLEEDING FROM SMALL RAISED HOLE IN HEAD REGION; MORTALITY (ANIMAL DIED IN REHAB; NECROPSY REVEALED 1.5 CENTIMETER HOLE THROUGH SKULL INTO BRAIN WITH PURULENT/HEMORRHAGIC DISCHARGE ON RIGHT SIDE OF SKULL BEHIND EAR; RADIOGRAPHS SHOWED NO EVIDENCE OF FOREIGN BODY IN SKULL; NO EXIT WOUND FOUND).","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,26,"VEHICLE COLLISION","HUMBOLDT","CA","DEAD","CARCASS IN MIDDLE OF ROAD; CARCASS EXAMINED BY HSU-VM","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,28,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","NSI","SMALL GOLD FISH HOOK IN TOP OF NOSE; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,28,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","FISH HOOKS IN MOUTH AND LEFT FRONT FLIPPER; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,28,"LIMITED ENTRY TRAWL BOTTOM TRAWL","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,30,"HOOK AND LINE FISHERY","SAN FRANCISCO","CA","NSI","ANIMAL ENTANGLED IN MASS OF FISH HOOKS, FISHING LINE, WEIGHTS AND PINK BEADS; ALL GEAR FELL OFF ANIMAL DURING RETRIEVAL; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,7,31,"HOOK AND LINE FISHERY","SAN MATEO","CA","NSI","FISH HOOK WITH ATTACHED LINE IN LIP; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,8,1,"SHOOTING","SAN MATEO","CA","SI","BROKEN BONE PROTRUDING FROM RIGHT FRONT FLIPPER; MORTALITY (ANIMAL DIED IN REHAB; RADIOGRAPHS REVEALED BULLETS AND SHOT GUN PELLETS IN HEAD AND RIGHT FRONT FLIPPER)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,8,2,"HOOK AND LINE FISHERY","SAN FRANCISCO","CA","SI","MORTALITY (ANIMAL DIED IN REHAB; NECROPSY REVEALED FISH HOOK WITH ATTACHED LINE IN STOMACH; CAUSE OF DEATH = MALNUTRITION AND SEPTICEMIA)","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,8,2,"SHOOTING","VENTURA","CA","DEAD","METAL DETECTOR SCANNED POSITIVE; CARCASS EXAMINED BY CHANNEL ISLANDS MARINE AND WILDLIFE INSTITUTE","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,8,3,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","FISH HOOK IN RIGHT CORNER OF MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,8,3,"SHOOTING","MONTEREY","CA","SI","GUNSHOT WOUNDS TO RIGHT SIDE OF HEAD, LEFT ULNA AND LEFT EYE; NON-FATAL INJURY (RADIOGRAPHS REVEALED TWO PELLETS IN RIGHT SIDE OF HEAD AND 1 PELLET IN LEFT ULNA; LEFT EYE RUPTURED, EYEBALL SURGICALLY REMOVED IN REHAB; ANIMAL RELEASED FROM REHAB WITH PELLETS INTACT)","SI","P9",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,8,4,"HOOK AND LINE FISHERY","DEL NORTE","CA","NSI","FISH HOOK IN RIGHT EAR; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,8,4,"SHOOTING","SAN MATEO","CA","DEAD","GUNSHOT WOUNDS TO JAW AND HEAD (BULLET HOLE IN MAXILLA, BULLET HOLE IN CRANIUM); CARCASS EXAMINED BY CAS","DEAD","NA",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,8,6,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","RUBBER FISH-SHAPED FISHING LURE WITH ATTACHED LINE IN MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","SI","P2",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2009,8,7,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","NSI","FISH HOOK IN NECK; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2009,8,9,"HOOK AND LINE FISHERY","SANTA BARBARA","CA","SI","FISH HOOKS IN MOUTH; NON-FATAL INJURY (ANIMAL RELEASED FROM REHAB)","NSI","P5C",0,"N","N"
